answer_llm,answer_orig,document,question,group
"Saudi Arabia tăng cường hoạt động quân sự ở Yemen để chống lại phiến quân Houthi. 
",Phiến quân Houthi đang đe dọa tấn công thủ đô của Các Tiểu vương quốc Arab thống nhất (UAE) và đã tăng cường hoạt động quân sự ở Saudi Arabia.,448b636b,Saudi Arabia đang thực hiện những biện pháp gì đối phó với phiến quân Houthi?,General
"Dung lượng pin của iPhone X cao hơn iPhone 8 là 895 mAh (2.716 mAh - 1.821 mAh). 
","Có, theo thông tin từ TENAA, iPhone X có dung lượng pin là 2.716 mAh, cao hơn so với iPhone 8 và iPhone 8 Plus với các mức tương ứng 1.821 mAh và 2.675 mAh.",163963df,Dung lượng pin của iPhone X cao hơn iPhone 8 bao nhiêu mAh?,General
"iPhone 8 Plus có dung lượng pin là 2.675 mAh, nhỏ hơn iPhone X có dung lượng 2.716 mAh. 
","Có, theo thông tin từ TENAA, iPhone X có dung lượng pin là 2.716 mAh, cao hơn so với iPhone 8 và iPhone 8 Plus với các mức tương ứng 1.821 mAh và 2.675 mAh.",163963df,iPhone 8 Plus có dung lượng pin lớn hơn hay nhỏ hơn iPhone X?,General
"iPhone X được so sánh về dung lượng pin với iPhone 8 và iPhone 8 Plus.  
","Có, theo thông tin từ TENAA, iPhone X có dung lượng pin là 2.716 mAh, cao hơn so với iPhone 8 và iPhone 8 Plus với các mức tương ứng 1.821 mAh và 2.675 mAh.",163963df,iPhone X được so sánh về dung lượng pin với những mẫu iPhone nào?,General
"iPhone X có dung lượng pin là 2.716 mAh. 
","Có, theo thông tin từ TENAA, iPhone X có dung lượng pin là 2.716 mAh, cao hơn so với iPhone 8 và iPhone 8 Plus với các mức tương ứng 1.821 mAh và 2.675 mAh.",163963df,Nguồn thông tin về dung lượng pin của iPhone X là gì?,General
"Dung lượng pin của iPhone 8 là 1.821 mAh. 
","Có, theo thông tin từ TENAA, iPhone X có dung lượng pin là 2.716 mAh, cao hơn so với iPhone 8 và iPhone 8 Plus với các mức tương ứng 1.821 mAh và 2.675 mAh.",163963df,Dung lượng pin của iPhone 8 có bao nhiêu mAh?,General
"Các đề cử viên chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017 là Nguyễn Văn Toàn, Trần Thị Thùy Trang, HLV Mai Đức Chung và CLB futsal Thái Sơn Nam.  
","Các đề cử viên chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017 là Nguyễn Văn Toàn, Trần Thị Thùy Trang, HLV Mai Đức Chung và CLB futsal Thái Sơn Nam.",0a6ba01a,Ai là các ứng cử viên của giải thưởng Fair-play bóng đá Việt Nam năm 2017?,General
"Nguyễn Văn Toàn là một trong 5 đề cử chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017. 
","Các đề cử viên chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017 là Nguyễn Văn Toàn, Trần Thị Thùy Trang, HLV Mai Đức Chung và CLB futsal Thái Sơn Nam.",0a6ba01a,Nguyễn Văn Toàn có được đề cử giải thưởng Fair-play nào?,General
"HLV Mai Đức Chung là một trong số các đề cử viên cho giải thưởng Fair-play bóng đá Việt Nam năm 2017. 
","Các đề cử viên chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017 là Nguyễn Văn Toàn, Trần Thị Thùy Trang, HLV Mai Đức Chung và CLB futsal Thái Sơn Nam.",0a6ba01a,Trong số các đề cử viên cho giải thưởng Fair-play bóng đá Việt Nam năm 2017 có ai là huấn luyện viên?,General
"CLB futsal Thái Sơn Nam được đề cử cho giải thưởng Fair-play bóng đá Việt Nam năm 2017. 
 
","Các đề cử viên chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017 là Nguyễn Văn Toàn, Trần Thị Thùy Trang, HLV Mai Đức Chung và CLB futsal Thái Sơn Nam.",0a6ba01a,CLB nào được đề cử cho giải thưởng Fair-play bóng đá Việt Nam năm 2017?,General
"Trần Thị Thùy Trang là một trong 5 đề cử chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017. 
","Các đề cử viên chung cuộc giải thưởng Fair-play bóng đá Việt Nam năm 2017 là Nguyễn Văn Toàn, Trần Thị Thùy Trang, HLV Mai Đức Chung và CLB futsal Thái Sơn Nam.",0a6ba01a,Trần Thị Thùy Trang được đề cử giải thưởng gì năm 2017?,General
"Tên lửa đạn đạo Bulava được triển khai trên tàu ngầm hạt nhân chiến lượt hiện đại nhất của Hải quân Nga thuộc lớp Borei.  
",Tên lửa đạn đạo Bulava được triển khai chiến đấu trên tàu ngầm hạt nhân chiến lượt hiện đại nhất Hải quân Nga thuộc lớp Borei. Tàu này được lắp 16 ống phóng chứa Bulava. Tên lửa này được thiết kế để mang theo 6-10 đầu đạn hạt nhân dẫn hướng độc lập (MIRV) công suất 150kiloton/một đầu đạn.,444425c1,Tên lửa đạn đạo Bulava được triển khai trên loại phương tiện nào của Hải quân Nga?,General
"Hải quân Nga trang bị 16 ống phóng chứa Bulava trên tàu ngầm lớp Borei. 
",Tên lửa đạn đạo Bulava được triển khai chiến đấu trên tàu ngầm hạt nhân chiến lượt hiện đại nhất Hải quân Nga thuộc lớp Borei. Tàu này được lắp 16 ống phóng chứa Bulava. Tên lửa này được thiết kế để mang theo 6-10 đầu đạn hạt nhân dẫn hướng độc lập (MIRV) công suất 150kiloton/một đầu đạn.,444425c1,Hải quân Nga trang bị bao nhiêu ống phóng Bulava trên tàu ngầm lớp Borei?,General
"Tên lửa Bulava có thể mang theo 6-10 đầu đạn hạt nhân dẫn hướng độc lập (MIRV) công suất 150kiloton/một đầu đạn. 
",Tên lửa đạn đạo Bulava được triển khai chiến đấu trên tàu ngầm hạt nhân chiến lượt hiện đại nhất Hải quân Nga thuộc lớp Borei. Tàu này được lắp 16 ống phóng chứa Bulava. Tên lửa này được thiết kế để mang theo 6-10 đầu đạn hạt nhân dẫn hướng độc lập (MIRV) công suất 150kiloton/một đầu đạn.,444425c1,Bulava có khả năng mang bao nhiêu đầu đạn hạt nhân?,General
"Mỗi đầu đạn của tên lửa Bulava có công suất 150 kiloton. 
",Tên lửa đạn đạo Bulava được triển khai chiến đấu trên tàu ngầm hạt nhân chiến lượt hiện đại nhất Hải quân Nga thuộc lớp Borei. Tàu này được lắp 16 ống phóng chứa Bulava. Tên lửa này được thiết kế để mang theo 6-10 đầu đạn hạt nhân dẫn hướng độc lập (MIRV) công suất 150kiloton/một đầu đạn.,444425c1,Mỗi đầu đạn hạt nhân của tên lửa Bulava có công suất bao nhiêu?,General
"Bulava có thể mang theo 6-10 đầu đạn hạt nhân MIRV (Multiple Independently Targetable Re-entry Vehicles)  công suất 150 kiloton/một đầu đạn.  
",Tên lửa đạn đạo Bulava được triển khai chiến đấu trên tàu ngầm hạt nhân chiến lượt hiện đại nhất Hải quân Nga thuộc lớp Borei. Tàu này được lắp 16 ống phóng chứa Bulava. Tên lửa này được thiết kế để mang theo 6-10 đầu đạn hạt nhân dẫn hướng độc lập (MIRV) công suất 150kiloton/một đầu đạn.,444425c1,Bulava có loại đầu đạn hạt nhân gì?,General
"Sevilla vs Liverpool diễn ra vào lúc 18 giờ 45 (giờ GMT), ngày 21/11. 
","Trận đấu Sevilla vs Liverpool sẽ diễn ra vào lúc 18 giờ 45 (giờ GMT), ngày 21/11 và sẽ được tổ chức tại sân vận động Sanchez Pizjuan.",3a5bcd92,Sevilla vs Liverpool diễn ra ngày nào?,General
"Bóng đá Sevilla vs Liverpool lúc 18 giờ 45 (giờ GMT). 
","Trận đấu Sevilla vs Liverpool sẽ diễn ra vào lúc 18 giờ 45 (giờ GMT), ngày 21/11 và sẽ được tổ chức tại sân vận động Sanchez Pizjuan.",3a5bcd92,Bóng đá Sevilla vs Liverpool lúc mấy giờ theo giờ GMT?,General
"Trận đấu Sevilla vs Liverpool sẽ được tổ chức tại sân vận động Sanchez Pizjuan. 


","Trận đấu Sevilla vs Liverpool sẽ diễn ra vào lúc 18 giờ 45 (giờ GMT), ngày 21/11 và sẽ được tổ chức tại sân vận động Sanchez Pizjuan.",3a5bcd92,Trận đấu Sevilla vs Liverpool được tổ chức tại đâu?,General
"Trận đấu Sevilla vs Liverpool diễn ra vào lúc 18 giờ 45 (giờ GMT) 


","Trận đấu Sevilla vs Liverpool sẽ diễn ra vào lúc 18 giờ 45 (giờ GMT), ngày 21/11 và sẽ được tổ chức tại sân vận động Sanchez Pizjuan.",3a5bcd92,"Vào ngày 21/11, trận đấu Sevilla vs Liverpool diễn ra lúc mấy giờ?",General
"Trận Sevilla vs Liverpool diễn ra tại sân vận động Sanchez Pizjuan. 
","Trận đấu Sevilla vs Liverpool sẽ diễn ra vào lúc 18 giờ 45 (giờ GMT), ngày 21/11 và sẽ được tổ chức tại sân vận động Sanchez Pizjuan.",3a5bcd92,Trận Sevilla vs Liverpool diễn ra tại sân vận động nào?,General
"Tên lửa Zircon được phóng bởi Nga. 


",Tên lửa Zircon của Nga có thể đạt đến vận tốc nhanh gấp 8 lần vận tốc âm thanh.,73e98a2e,Tên lửa Zircon được phóng bởi nước nào?,General
"Tên lửa Zircon có thể đạt đến vận tốc Mach 8, tức nhanh gấp 8 lần vận tốc âm thanh. 
",Tên lửa Zircon của Nga có thể đạt đến vận tốc nhanh gấp 8 lần vận tốc âm thanh.,73e98a2e,Vận tốc tối đa của tên lửa Zircon là bao nhiêu lần vận tốc âm thanh?,General
"Tên lửa Zircon có tốc độ nhanh gấp 8 lần vận tốc âm thanh. 
",Tên lửa Zircon của Nga có thể đạt đến vận tốc nhanh gấp 8 lần vận tốc âm thanh.,73e98a2e,Tên lửa Zircon có tốc độ nhanh gấp mấy lần ma tốc âm thanh?,General
"Tên lửa Zircon có thể đạt vận tốc Mach 8, tức là nhanh gấp 8 lần vận tốc âm thanh. 
",Tên lửa Zircon của Nga có thể đạt đến vận tốc nhanh gấp 8 lần vận tốc âm thanh.,73e98a2e,Tốc độ của tên lửa Zircon được so sánh với vận tốc âm thanh như thế nào?,General
"Zircon là tên lửa diệt hạm siêu thanh của Nga. 


",Tên lửa Zircon của Nga có thể đạt đến vận tốc nhanh gấp 8 lần vận tốc âm thanh.,73e98a2e,Zircon là loại tên lửa gì?,General
"Quả giàu chất xơ nhất là quả hồ trăn với 2,8 gam chất xơ. 
","Những thực phẩm giàu chất xơ bao gồm: quả hồ trăn (2,8 gam chất xơ), chuối (3 gram chất xơ), bơ (10-13g chất xơ), bắp rang bơ (giàu chất xơ vì là loại ngũ cốc hoàn toàn nguyên hạt), khoai lang (6 gram chất xơ), khoai tây (4g chất xơ), táo (4,4 gam chất xơ), mì ống nguyên chất (6,8g chất xơ), bông cải xanh (5,1g chất xơ mỗi bông), quả lê (5,5 gam chất xơ), lựu, bí đỏ (tốt cho hệ tiêu hóa và giảm cholesterol trong máu), hạt lanh (7 gram chất xơ trên hai muỗng canh), đậu đen quả (15 g chất xơ mỗi chén).",a2fb6556,Quả nào giàu chất xơ nhất?,General
"Ngoài chuối, thực phẩm giàu chất xơ khác còn có bơ, bắp rang bơ, khoai lang, khoai tây, táo, mì ống nguyên chất, bông cải xanh, quả lê, lựu, bí đỏ, hạt lanh và đậu đen quả. 
","Những thực phẩm giàu chất xơ bao gồm: quả hồ trăn (2,8 gam chất xơ), chuối (3 gram chất xơ), bơ (10-13g chất xơ), bắp rang bơ (giàu chất xơ vì là loại ngũ cốc hoàn toàn nguyên hạt), khoai lang (6 gram chất xơ), khoai tây (4g chất xơ), táo (4,4 gam chất xơ), mì ống nguyên chất (6,8g chất xơ), bông cải xanh (5,1g chất xơ mỗi bông), quả lê (5,5 gam chất xơ), lựu, bí đỏ (tốt cho hệ tiêu hóa và giảm cholesterol trong máu), hạt lanh (7 gram chất xơ trên hai muỗng canh), đậu đen quả (15 g chất xơ mỗi chén).",a2fb6556,"Ngoài chuối, thực phẩm nào khác cung cấp nhiều chất xơ?",General
"Những loại hạt có lợi cho hệ tiêu hóa bao gồm: hạt lanh và đậu đen quả. 
","Những thực phẩm giàu chất xơ bao gồm: quả hồ trăn (2,8 gam chất xơ), chuối (3 gram chất xơ), bơ (10-13g chất xơ), bắp rang bơ (giàu chất xơ vì là loại ngũ cốc hoàn toàn nguyên hạt), khoai lang (6 gram chất xơ), khoai tây (4g chất xơ), táo (4,4 gam chất xơ), mì ống nguyên chất (6,8g chất xơ), bông cải xanh (5,1g chất xơ mỗi bông), quả lê (5,5 gam chất xơ), lựu, bí đỏ (tốt cho hệ tiêu hóa và giảm cholesterol trong máu), hạt lanh (7 gram chất xơ trên hai muỗng canh), đậu đen quả (15 g chất xơ mỗi chén).",a2fb6556,Những loại hạt có lợi cho hệ tiêu hóa?,General
"Không có thông tin về khoai lang cung cấp bao nhiêu gram chất xơ trong ngữ cảnh đã cho. 


","Những thực phẩm giàu chất xơ bao gồm: quả hồ trăn (2,8 gam chất xơ), chuối (3 gram chất xơ), bơ (10-13g chất xơ), bắp rang bơ (giàu chất xơ vì là loại ngũ cốc hoàn toàn nguyên hạt), khoai lang (6 gram chất xơ), khoai tây (4g chất xơ), táo (4,4 gam chất xơ), mì ống nguyên chất (6,8g chất xơ), bông cải xanh (5,1g chất xơ mỗi bông), quả lê (5,5 gam chất xơ), lựu, bí đỏ (tốt cho hệ tiêu hóa và giảm cholesterol trong máu), hạt lanh (7 gram chất xơ trên hai muỗng canh), đậu đen quả (15 g chất xơ mỗi chén).",a2fb6556,Khoai lang cung cấp bao nhiêu gram chất xơ?,General
